label,start,settled,up_fill,dn_fill,up_fill_t,dn_fill_t,pair_sh,pair_pnl,leg_pnl,pnl,paired,exit_t,exit_p,adverse,flat,band_reject,note
5m,1790016000,Up,50.0,0.0,85s,,0.0,0.0,0.0,0.0,0,Up:121s,0.49,0,0,27,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790016300,Up,50.0,11.74,106s,75s,11.74,0.2348,0.0,0.2348,1,resolution | Up:147s,0.49,0,0,14,pair 12sh +$0.23 | Up naked 38sh -> 0.49 ($+0.00)
15m,1790016300,Up,50.0,10.0,106s,93s,10.0,0.2,0.0,0.2,1,resolution | Up:147s,0.49,0,0,7,pair 10sh +$0.20 | Up naked 40sh -> 0.49 ($+0.00)
5m,1790016600,Up,0.0,50.0,,82s,0.0,0.0,0.0,0.0,0,Down:102s,0.49,0,0,4,single-leg: Down naked 50sh -> 0.49 ($+0.00)
5m,1790016900,Up,50.0,50.0,148s,37s,50.0,1.0,0.0,1.0,1,resolution,,0,0,3,pair 50sh +$1.00
5m,1790017200,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,19,
15m,1790017200,Down,31.0,0.0,192s,,0.0,0.0,0.0,0.0,0,Up:487s,0.49,0,0,21,single-leg: Up naked 31sh -> 0.49 ($+0.00)
5m,1790017500,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,43,
5m,1790017800,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,38,
5m,1790018100,Up,19.78,50.0,30s,51s,19.78,0.3956,-11.5478,-11.1522,1,resolution | Down:180s*,0.12,1,0,7,pair 20sh +$0.40 | Down naked 30sh -> 0.12 ($-11.55)
15m,1790018100,Up,0.67,0.07,46s,51s,0.07,0.0014,0.0,0.0014,1,resolution | Up:81s,0.49,0,0,22,pair 0sh +$0.00 | Up naked 1sh -> 0.49 ($+0.00)
5m,1790018400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790018700,Up,0.0,21.72,,31s,0.0,0.0,-3.3867,-3.3867,0,Down:180s*,0.35,1,0,26,single-leg: Down naked 22sh -> 0.35 ($-3.39)
5m,1790019000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
15m,1790019000,Up,0.0,5.0,,78s,0.0,0.0,-2.0522,-2.0522,0,Down:540s*,0.09,1,0,21,single-leg: Down naked 5sh -> 0.09 ($-2.05)
5m,1790019300,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,64,
5m,1790019600,Down,50.0,27.36,37s,31s,27.36,0.5472,0.0,0.5472,1,resolution | Up:66s,0.49,0,0,25,pair 27sh +$0.55 | Up naked 23sh -> 0.49 ($+0.00)
5m,1790019900,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,0,
15m,1790019900,Up,50.0,0.0,409s,,0.0,0.0,0.0,0.0,0,Up:436s,0.49,0,0,15,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790020200,Down,0.0,50.0,,136s,0.0,0.0,0.0,0.0,0,Down:157s,0.49,0,0,3,single-leg: Down naked 50sh -> 0.49 ($+0.00)
5m,1790020500,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,32,
5m,1790020800,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,0,
15m,1790020800,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,47,
5m,1790021100,Up,19.56,50.0,61s,43s,19.56,0.3912,0.0,0.3912,1,resolution | Down:63s,0.49,0,0,15,pair 20sh +$0.39 | Down naked 30sh -> 0.49 ($+0.00)
5m,1790021400,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,7,
5m,1790021700,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,24,
15m,1790021700,Up,0.0,50.0,,193s,0.0,0.0,-19.5789,-19.5789,0,Down:540s*,0.11,1,0,27,single-leg: Down naked 50sh -> 0.11 ($-19.58)
5m,1790022000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,38,
5m,1790022300,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,56,
5m,1790022600,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,34,
15m,1790022600,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790022900,Down,19.98,50.0,172s,151s,19.98,0.3996,0.0,0.3996,1,resolution | Down:171s,0.49,0,0,21,pair 20sh +$0.40 | Down naked 30sh -> 0.49 ($+0.00)
5m,1790023200,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,44,
5m,1790023500,Down,17.91,50.0,121s,76s,17.91,0.3582,0.0,0.3582,1,resolution | Down:120s,0.49,0,0,23,pair 18sh +$0.36 | Down naked 32sh -> 0.49 ($+0.00)
15m,1790023500,Up,13.84,50.0,174s,63s,13.84,0.2768,0.0,0.2768,1,resolution | Down:120s,0.49,0,0,12,pair 14sh +$0.28 | Down naked 36sh -> 0.49 ($+0.00)
5m,1790023800,Up,0.0,50.0,,49s,0.0,0.0,-20.9928,-20.9928,0,Down:180s*,0.08,1,0,27,single-leg: Down naked 50sh -> 0.08 ($-20.99)
5m,1790024100,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,0,
5m,1790024400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,37,
15m,1790024400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,40,
5m,1790024700,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,37,
5m,1790025000,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790025300,Up,0.0,50.0,,43s,0.0,0.0,-15.2994,-15.2994,0,Down:180s*,0.19,1,0,28,single-leg: Down naked 50sh -> 0.19 ($-15.30)
15m,1790025300,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790025600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,25,
5m,1790025900,Down,50.0,0.0,139s,,0.0,0.0,-0.1249,-0.1249,0,Up:180s*,0.51,0,0,13,single-leg: Up naked 50sh -> 0.51 ($-0.12)
5m,1790026200,Up,0.0,50.0,,37s,0.0,0.0,-18.1587,-18.1587,0,Down:180s*,0.13,1,0,18,single-leg: Down naked 50sh -> 0.13 ($-18.16)
15m,1790026200,Up,0.0,0.06,,42s,0.0,0.0,-0.0269,-0.0269,0,Down:540s*,0.04,1,0,22,single-leg: Down naked 0sh -> 0.04 ($-0.03)
5m,1790026500,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,28,
5m,1790026800,Down,50.0,0.0,46s,,0.0,0.0,0.0,0.0,0,Up:103s,0.49,0,0,32,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790027100,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,17,
15m,1790027100,Down,0.06,0.0,36s,,0.0,0.0,-0.028,-0.028,0,Up:540s*,0.03,1,0,25,single-leg: Up naked 0sh -> 0.03 ($-0.03)
5m,1790027400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,31,
5m,1790027700,Up,22.03,50.0,30s,40s,22.03,0.4406,0.0,0.4406,1,resolution | Down:60s,0.49,0,0,8,pair 22sh +$0.44 | Down naked 28sh -> 0.49 ($+0.00)
5m,1790028000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,45,
15m,1790028000,Up,50.0,50.0,132s,33s,50.0,1.0,0.0,1.0,1,resolution,,0,0,11,pair 50sh +$1.00
5m,1790028300,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,32,
5m,1790028600,Up,50.0,50.0,45s,33s,50.0,1.0,0.0,1.0,1,resolution,,0,0,15,pair 50sh +$1.00
5m,1790028900,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,23,
15m,1790028900,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,35,
5m,1790029200,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,33,
5m,1790029500,Down,0.0,50.0,,49s,0.0,0.0,0.0,0.0,0,Down:72s,0.49,0,0,38,single-leg: Down naked 50sh -> 0.49 ($+0.00)
5m,1790029800,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,37,
15m,1790029800,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,6,
5m,1790030100,Up,0.0,50.0,,145s,0.0,0.0,-2.6179,-2.6179,0,Down:180s*,0.46,0,0,21,single-leg: Down naked 50sh -> 0.46 ($-2.62)
5m,1790030400,Down,50.0,50.0,58s,63s,50.0,1.0,0.0,1.0,1,resolution | Up:82s,0.49,0,0,10,pair 50sh +$1.00 | Up naked 0sh -> 0.49 ($+0.00)
5m,1790030700,Down,46.95,0.0,31s,,0.0,0.0,-13.0148,-13.0148,0,Up:180s*,0.22,1,0,18,single-leg: Up naked 47sh -> 0.22 ($-13.01)
15m,1790030700,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,27,
5m,1790031000,Up,0.0,9.7,,52s,0.0,0.0,0.0,0.0,0,Down:78s,0.49,0,0,34,single-leg: Down naked 10sh -> 0.49 ($+0.00)
5m,1790031300,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,32,
5m,1790031600,Up,17.43,50.0,30s,40s,17.43,0.3486,0.0,0.3486,1,resolution | Down:90s,0.49,0,0,23,pair 17sh +$0.35 | Down naked 33sh -> 0.49 ($+0.00)
15m,1790031600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,5,
5m,1790031900,Up,0.0,50.0,,91s,0.0,0.0,0.0,0.0,0,Down:124s,0.49,0,0,0,single-leg: Down naked 50sh -> 0.49 ($+0.00)
5m,1790032200,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,31,
5m,1790032500,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,27,
15m,1790032500,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,10,
5m,1790032800,Down,50.0,19.25,55s,75s,19.25,0.385,0.0,0.385,1,resolution | Up:75s,0.49,0,0,8,pair 19sh +$0.39 | Up naked 31sh -> 0.49 ($+0.00)
5m,1790033100,Down,0.3,0.0,66s,,0.0,0.0,-0.0365,-0.0365,0,Up:180s*,0.39,1,0,22,single-leg: Up naked 0sh -> 0.39 ($-0.04)
5m,1790033400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,28,
15m,1790033400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,12,
5m,1790033700,Down,0.0,18.91,,180s,0.0,0.0,0.3318,0.3318,0,Down:180s*,0.53,0,0,0,single-leg: Down naked 19sh -> 0.53 ($+0.33)
5m,1790034000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790034300,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,13,
15m,1790034300,Up,0.0,20.81,,304s,0.0,0.0,-5.7687,-5.7687,0,Down:540s*,0.22,1,0,14,single-leg: Down naked 21sh -> 0.22 ($-5.77)
5m,1790034600,Up,0.0,0.7,,45s,0.0,0.0,-0.284,-0.284,0,Down:180s*,0.09,1,0,13,single-leg: Down naked 1sh -> 0.09 ($-0.28)
5m,1790034900,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,23,
5m,1790035200,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,29,
15m,1790035200,Down,5.0,0.0,67s,,0.0,0.0,-2.3802,-2.3802,0,Up:540s*,0.02,1,0,27,single-leg: Up naked 5sh -> 0.02 ($-2.38)
5m,1790035500,Down,0.0,2.76,,67s,0.0,0.0,0.0,0.0,0,Down:105s,0.49,0,0,90,single-leg: Down naked 3sh -> 0.49 ($+0.00)
5m,1790035800,Up,0.0,41.81,,34s,0.0,0.0,-14.7873,-14.7873,0,Down:180s*,0.14,1,0,19,single-leg: Down naked 42sh -> 0.14 ($-14.79)
5m,1790036100,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,37,
15m,1790036100,Down,50.0,0.0,177s,,0.0,0.0,0.0,0.0,0,Up:265s,0.49,0,0,34,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790036400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,29,
5m,1790036700,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,44,
5m,1790037000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,42,
15m,1790037000,Down,0.0,5.0,,154s,0.0,0.0,0.0,0.0,0,Down:396s,0.49,0,0,35,single-leg: Down naked 5sh -> 0.49 ($+0.00)
5m,1790037300,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,24,
5m,1790037600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,34,
5m,1790037900,Down,50.0,0.0,75s,,0.0,0.0,-14.8204,-14.8204,0,Up:180s*,0.20,1,0,20,single-leg: Up naked 50sh -> 0.20 ($-14.82)
15m,1790037900,Down,50.0,0.0,85s,,0.0,0.0,-21.4627,-21.4627,0,Up:540s*,0.07,1,0,20,single-leg: Up naked 50sh -> 0.07 ($-21.46)
5m,1790038200,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,39,
5m,1790038500,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,55,
5m,1790038800,Down,0.0,50.0,,78s,0.0,0.0,0.0,0.0,0,Down:124s,0.49,0,0,49,single-leg: Down naked 50sh -> 0.49 ($+0.00)
15m,1790038800,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,35,
5m,1790039100,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,34,
5m,1790039400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,29,
5m,1790039700,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,51,
15m,1790039700,Down,0.0,5.75,,46s,0.0,0.0,0.0,0.0,0,Down:105s,0.49,0,0,54,single-leg: Down naked 6sh -> 0.49 ($+0.00)
5m,1790040000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,31,
5m,1790040300,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,53,
5m,1790040600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,40,
15m,1790040600,Down,50.0,7.41,510s,496s,7.41,0.1482,0.3201,0.4683,1,resolution | Up:540s*,0.52,0,0,17,pair 7sh +$0.15 | Up naked 43sh -> 0.52 ($+0.32)
5m,1790040900,Down,50.0,50.0,135s,132s,50.0,1.0,0.0,1.0,1,resolution,,0,0,14,pair 50sh +$1.00
5m,1790041200,Up,0.0,50.0,,31s,0.0,0.0,-9.9919,-9.9919,0,Down:180s*,0.30,1,0,23,single-leg: Down naked 50sh -> 0.30 ($-9.99)
5m,1790041500,Down,50.0,50.0,151s,36s,50.0,1.0,0.0,1.0,1,resolution,,0,0,12,pair 50sh +$1.00
15m,1790041500,Down,50.0,12.94,175s,154s,12.94,0.2588,0.0,0.2588,1,resolution | Up:208s,0.49,0,0,20,pair 13sh +$0.26 | Up naked 37sh -> 0.49 ($+0.00)
5m,1790041800,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,51,
5m,1790042100,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,33,
5m,1790042400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,40,
15m,1790042400,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,18,
5m,1790042700,Up,50.0,9.0,50s,69s,9.0,0.18,0.0,0.18,1,resolution | Up:71s,0.49,0,0,25,pair 9sh +$0.18 | Up naked 41sh -> 0.49 ($+0.00)
5m,1790043000,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790043300,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,19,
15m,1790043300,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,17,
5m,1790043600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,42,
5m,1790043900,Up,0.0,22.61,,36s,0.0,0.0,-8.4258,-8.4258,0,Down:180s*,0.12,1,0,15,single-leg: Down naked 23sh -> 0.12 ($-8.43)
5m,1790044200,Down,37.5,0.0,30s,,0.0,0.0,-15.3917,-15.3917,0,Up:180s*,0.09,1,0,13,single-leg: Up naked 38sh -> 0.09 ($-15.39)
15m,1790044200,Up,9.92,34.15,383s,417s,9.92,0.1984,-5.3128,-5.1144,1,resolution | Down:540s*,0.28,1,0,9,pair 10sh +$0.20 | Down naked 24sh -> 0.28 ($-5.31)
5m,1790044500,Up,0.0,50.0,,39s,0.0,0.0,-19.5789,-19.5789,0,Down:180s*,0.11,1,0,13,single-leg: Down naked 50sh -> 0.11 ($-19.58)
5m,1790044800,Up,50.0,50.0,66s,33s,50.0,1.0,0.0,1.0,1,resolution,,0,0,16,pair 50sh +$1.00
5m,1790045100,Up,50.0,0.0,33s,,0.0,0.0,-11.9317,-11.9317,0,Up:180s*,0.27,1,0,19,single-leg: Up naked 50sh -> 0.27 ($-11.93)
15m,1790045100,Down,0.0,8.19,,210s,0.0,0.0,0.0,0.0,0,Down:300s,0.49,0,0,27,single-leg: Down naked 8sh -> 0.49 ($+0.00)
5m,1790045400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,35,
5m,1790045700,Up,0.0,50.0,,80s,0.0,0.0,-18.1587,-18.1587,0,Down:180s*,0.13,1,0,23,single-leg: Down naked 50sh -> 0.13 ($-18.16)
5m,1790046000,Down,50.0,0.0,75s,,0.0,0.0,-21.4627,-21.4627,0,Up:180s*,0.07,1,0,36,single-leg: Up naked 50sh -> 0.07 ($-21.46)
15m,1790046000,Down,50.0,0.0,128s,,0.0,0.0,0.0,0.0,0,Up:188s,0.49,0,0,18,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790046300,Down,50.0,0.0,33s,,0.0,0.0,-16.7322,-16.7322,0,Up:180s*,0.16,1,0,20,single-leg: Up naked 50sh -> 0.16 ($-16.73)
5m,1790046600,Down,6.89,0.0,62s,,0.0,0.0,-1.91,-1.91,0,Up:180s*,0.22,1,0,29,single-leg: Up naked 7sh -> 0.22 ($-1.91)
5m,1790046900,Down,0.0,50.0,,53s,0.0,0.0,0.0,0.0,0,Down:77s,0.49,0,0,35,single-leg: Down naked 50sh -> 0.49 ($+0.00)
15m,1790046900,Up,50.0,23.52,276s,56s,23.52,0.4704,-10.369,-9.8986,1,resolution | Up:540s*,0.11,1,0,26,pair 24sh +$0.47 | Up naked 26sh -> 0.11 ($-10.37)
5m,1790047200,Down,50.0,0.0,33s,,0.0,0.0,-13.3792,-13.3792,0,Up:180s*,0.23,1,0,43,single-leg: Up naked 50sh -> 0.23 ($-13.38)
5m,1790047500,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,21,
5m,1790047800,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,25,
15m,1790047800,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,39,
5m,1790048100,Down,0.0,50.0,,147s,0.0,0.0,0.0,0.0,0,Down:167s,0.49,0,0,26,single-leg: Down naked 50sh -> 0.49 ($+0.00)
5m,1790048400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,25,
5m,1790048700,Up,14.56,50.0,33s,55s,14.56,0.2912,-6.3918,-6.1006,1,resolution | Down:180s*,0.33,1,0,29,pair 15sh +$0.29 | Down naked 35sh -> 0.33 ($-6.39)
15m,1790048700,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,13,
5m,1790049000,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,28,
5m,1790049300,Up,0.0,30.47,,37s,0.0,0.0,-12.5062,-12.5062,0,Down:180s*,0.09,1,0,15,single-leg: Down naked 30sh -> 0.09 ($-12.51)
5m,1790049600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,25,
15m,1790049600,Down,0.0,19.1,,280s,0.0,0.0,0.0,0.0,0,Down:318s,0.49,0,0,15,single-leg: Down naked 19sh -> 0.49 ($+0.00)
5m,1790049900,Down,50.0,0.0,31s,,0.0,0.0,0.0,0.0,0,Up:75s,0.49,0,0,31,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790050200,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,27,
5m,1790050500,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,25,
15m,1790050500,Down,35.0,0.0,127s,,0.0,0.0,-9.0282,-9.0282,0,Up:540s*,0.24,1,0,30,single-leg: Up naked 35sh -> 0.24 ($-9.03)
5m,1790050800,Up,50.0,28.05,33s,55s,28.05,0.561,0.0,0.561,1,resolution | Up:55s,0.49,0,0,31,pair 28sh +$0.56 | Up naked 22sh -> 0.49 ($+0.00)
5m,1790051100,Up,50.0,50.0,30s,73s,50.0,1.0,0.0,1.0,1,resolution,,0,0,19,pair 50sh +$1.00
5m,1790051400,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,22,
15m,1790051400,Down,30.0,0.0,66s,,0.0,0.0,0.0,0.0,0,Up:483s,0.49,0,0,37,single-leg: Up naked 30sh -> 0.49 ($+0.00)
5m,1790051700,Up,0.0,5.3,,57s,0.0,0.0,0.0,0.0,0,Down:97s,0.49,0,0,29,single-leg: Down naked 5sh -> 0.49 ($+0.00)
5m,1790052000,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,42,
5m,1790052300,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,19,
15m,1790052300,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790052600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,36,
5m,1790052900,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,31,
5m,1790053200,Down,50.0,43.09,34s,42s,43.09,0.8618,0.0,0.8618,1,resolution | Up:58s,0.49,0,0,22,pair 43sh +$0.86 | Up naked 7sh -> 0.49 ($+0.00)
15m,1790053200,Down,50.0,6.96,66s,142s,6.96,0.1392,0.0,0.1392,1,resolution | Up:90s,0.49,0,0,3,pair 7sh +$0.14 | Up naked 43sh -> 0.49 ($+0.00)
5m,1790053500,Up,0.0,38.71,,34s,0.0,0.0,-14.792,-14.792,0,Down:180s*,0.12,1,0,25,single-leg: Down naked 39sh -> 0.12 ($-14.79)
5m,1790053800,Down,50.0,11.0,96s,73s,11.0,0.22,-14.9028,-14.6828,1,resolution | Up:180s*,0.12,1,0,33,pair 11sh +$0.22 | Up naked 39sh -> 0.12 ($-14.90)
5m,1790054100,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,41,
15m,1790054100,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,60,
5m,1790054400,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,23,
5m,1790054700,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,52,
5m,1790055000,Down,50.0,0.0,34s,,0.0,0.0,-16.7322,-16.7322,0,Up:180s*,0.16,1,0,27,single-leg: Up naked 50sh -> 0.16 ($-16.73)
15m,1790055000,Up,50.0,50.0,64s,316s,50.0,1.0,0.0,1.0,1,resolution,,0,0,27,pair 50sh +$1.00
5m,1790055300,Up,50.0,0.0,40s,,0.0,0.0,0.0,0.0,0,Up:102s,0.49,0,0,24,single-leg: Up naked 50sh -> 0.49 ($+0.00)
5m,1790055600,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,28,
5m,1790055900,Up,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,17,
15m,1790055900,Down,0.0,13.99,,66s,0.0,0.0,-6.1365,-6.1365,0,Down:540s*,0.06,1,0,23,single-leg: Down naked 14sh -> 0.06 ($-6.14)
5m,1790056200,Down,50.0,50.0,168s,138s,50.0,1.0,0.0,1.0,1,resolution,,0,0,0,pair 50sh +$1.00
5m,1790056500,Down,0.0,0.0,,,0.0,0.0,0.0,0.0,0,,,0,0,18,
5m,1790056800,Down,0.0,11.81,,51s,0.0,0.0,0.0,0.0,0,Down:129s,0.49,0,0,32,single-leg: Down naked 12sh -> 0.49 ($+0.00)
5m,1790057100,Up,50.0,0.01,75s,105s,0.01,0.0002,0.0,0.0002,1,resolution | Up:100s,0.49,0,0,17,pair 0sh +$0.00 | Up naked 50sh -> 0.49 ($+0.00)
